E:\2_PYTHON\Project\StoryTeller\0_downLoad_Audio\3_speaker_wav\1-5\0\0_0.wav, 男, 33, 中立
E:\2_PYTHON\Project\StoryTeller\0_downLoad_Audio\3_speaker_wav\多人有声剧《斗破苍穹》完整版 p02 06-10\5\多人有声剧《斗破苍穹》完整版 p02 06-10_5_26.wav, 男, 55, 中立
E:\2_PYTHON\Project\StoryTeller\0_downLoad_Audio\3_speaker_wav\多人有声剧《斗破苍穹》完整版 p02 06-10\5\多人有声剧《斗破苍穹》完整版 p02 06-10_5_27.wav, 男, 45, 开心
E:\2_PYTHON\Project\StoryTeller\0_downLoad_Audio\3_speaker_wav\多人有声剧《斗破苍穹》完整版 p02 06-10\5\多人有声剧《斗破苍穹》完整版 p02 06-10_5_28.wav, 男, 52, 生气
E:\2_PYTHON\Project\StoryTeller\0_downLoad_Audio\3_speaker_wav\多人有声剧《斗破苍穹》完整版 p02 06-10\5\多人有声剧《斗破苍穹》完整版 p02 06-10_5_29.wav, 男, 51, 开心
E:\2_PYTHON\Project\StoryTeller\0_downLoad_Audio\3_speaker_wav\多人有声剧《斗破苍穹》完整版 p02 06-10\5\多人有声剧《斗破苍穹》完整版 p02 06-10_5_3.wav, 男, 43, 生气
E:\2_PYTHON\Project\StoryTeller\0_downLoad_Audio\3_speaker_wav\多人有声剧《斗破苍穹》完整版 p02 06-10\5\多人有声剧《斗破苍穹》完整版 p02 06-10_5_30.wav, 女, 64, 中立
E:\2_PYTHON\Project\StoryTeller\0_downLoad_Audio\3_speaker_wav\多人有声剧《斗破苍穹》完整版 p02 06-10\5\多人有声剧《斗破苍穹》完整版 p02 06-10_5_31.wav, 男, 54, 开心
E:\2_PYTHON\Project\StoryTeller\0_downLoad_Audio\3_speaker_wav\多人有声剧《斗破苍穹》完整版 p02 06-10\5\多人有声剧《斗破苍穹》完整版 p02 06-10_5_32.wav, 男, 47, 生气
E:\2_PYTHON\Project\StoryTeller\0_downLoad_Audio\3_speaker_wav\多人有声剧《斗破苍穹》完整版 p02 06-10\5\多人有声剧《斗破苍穹》完整版 p02 06-10_5_33.wav, 男, 41, 中立
E:\2_PYTHON\Project\StoryTeller\0_downLoad_Audio\3_speaker_wav\多人有声剧《斗破苍穹》完整版 p02 06-10\5\多人有声剧《斗破苍穹》完整版 p02 06-10_5_34.wav, 男, 36, 生气
E:\2_PYTHON\Project\StoryTeller\0_downLoad_Audio\3_speaker_wav\多人有声剧《斗破苍穹》完整版 p02 06-10\5\多人有声剧《斗破苍穹》完整版 p02 06-10_5_35.wav, 男, 31, 中立
E:\2_PYTHON\Project\StoryTeller\0_downLoad_Audio\3_speaker_wav\多人有声剧《斗破苍穹》完整版 p02 06-10\5\多人有声剧《斗破苍穹》完整版 p02 06-10_5_36.wav, 女, 35, 难过
E:\2_PYTHON\Project\StoryTeller\0_downLoad_Audio\3_speaker_wav\多人有声剧《斗破苍穹》完整版 p02 06-10\5\多人有声剧《斗破苍穹》完整版 p02 06-10_5_37.wav, 男, 45, 难过
E:\2_PYTHON\Project\StoryTeller\0_downLoad_Audio\3_speaker_wav\多人有声剧《斗破苍穹》完整版 p02 06-10\5\多人有声剧《斗破苍穹》完整版 p02 06-10_5_38.wav, 男, 49, 中立
E:\2_PYTHON\Project\StoryTeller\0_downLoad_Audio\3_speaker_wav\多人有声剧《斗破苍穹》完整版 p02 06-10\5\多人有声剧《斗破苍穹》完整版 p02 06-10_5_39.wav, 男, 44, 生气
E:\2_PYTHON\Project\StoryTeller\0_downLoad_Audio\3_speaker_wav\多人有声剧《斗破苍穹》完整版 p02 06-10\5\多人有声剧《斗破苍穹》完整版 p02 06-10_5_4.wav, 男, 40, 中立
E:\2_PYTHON\Project\StoryTeller\0_downLoad_Audio\3_speaker_wav\多人有声剧《斗破苍穹》完整版 p02 06-10\5\多人有声剧《斗破苍穹》完整版 p02 06-10_5_40.wav, 男, 49, 生气
E:\2_PYTHON\Project\StoryTeller\0_downLoad_Audio\3_speaker_wav\多人有声剧《斗破苍穹》完整版 p02 06-10\5\多人有声剧《斗破苍穹》完整版 p02 06-10_5_41.wav, 男, 50, 开心
E:\2_PYTHON\Project\StoryTeller\0_downLoad_Audio\3_speaker_wav\多人有声剧《斗破苍穹》完整版 p02 06-10\5\多人有声剧《斗破苍穹》完整版 p02 06-10_5_42.wav, 男, 50, 开心
E:\2_PYTHON\Project\StoryTeller\0_downLoad_Audio\3_speaker_wav\多人有声剧《斗破苍穹》完整版 p02 06-10\5\多人有声剧《斗破苍穹》完整版 p02 06-10_5_43.wav, 男, 44, 中立
E:\2_PYTHON\Project\StoryTeller\0_downLoad_Audio\3_speaker_wav\多人有声剧《斗破苍穹》完整版 p02 06-10\5\多人有声剧《斗破苍穹》完整版 p02 06-10_5_44.wav, 男, 52, 开心
E:\2_PYTHON\Project\StoryTeller\0_downLoad_Audio\3_speaker_wav\多人有声剧《斗破苍穹》完整版 p02 06-10\5\多人有声剧《斗破苍穹》完整版 p02 06-10_5_45.wav, 男, 38, 开心
E:\2_PYTHON\Project\StoryTeller\0_downLoad_Audio\3_speaker_wav\多人有声剧《斗破苍穹》完整版 p02 06-10\5\多人有声剧《斗破苍穹》完整版 p02 06-10_5_46.wav, 男, 29, 开心
E:\2_PYTHON\Project\StoryTeller\0_downLoad_Audio\3_speaker_wav\多人有声剧《斗破苍穹》完整版 p02 06-10\5\多人有声剧《斗破苍穹》完整版 p02 06-10_5_47.wav, 男, 43, 开心
E:\2_PYTHON\Project\StoryTeller\0_downLoad_Audio\3_speaker_wav\多人有声剧《斗破苍穹》完整版 p02 06-10\5\多人有声剧《斗破苍穹》完整版 p02 06-10_5_48.wav, 女, 48, 中立
E:\2_PYTHON\Project\StoryTeller\0_downLoad_Audio\3_speaker_wav\多人有声剧《斗破苍穹》完整版 p02 06-10\5\多人有声剧《斗破苍穹》完整版 p02 06-10_5_49.wav, 男, 45, 开心
E:\2_PYTHON\Project\StoryTeller\0_downLoad_Audio\3_speaker_wav\多人有声剧《斗破苍穹》完整版 p02 06-10\5\多人有声剧《斗破苍穹》完整版 p02 06-10_5_5.wav, 男, 48, 生气
E:\2_PYTHON\Project\StoryTeller\0_downLoad_Audio\3_speaker_wav\多人有声剧《斗破苍穹》完整版 p02 06-10\5\多人有声剧《斗破苍穹》完整版 p02 06-10_5_50.wav, 男, 42, 开心
E:\2_PYTHON\Project\StoryTeller\0_downLoad_Audio\3_speaker_wav\多人有声剧《斗破苍穹》完整版 p02 06-10\5\多人有声剧《斗破苍穹》完整版 p02 06-10_5_51.wav, 男, 23, 开心
E:\2_PYTHON\Project\StoryTeller\0_downLoad_Audio\3_speaker_wav\多人有声剧《斗破苍穹》完整版 p02 06-10\5\多人有声剧《斗破苍穹》完整版 p02 06-10_5_52.wav, 男, 48, 开心
E:\2_PYTHON\Project\StoryTeller\0_downLoad_Audio\3_speaker_wav\多人有声剧《斗破苍穹》完整版 p02 06-10\5\多人有声剧《斗破苍穹》完整版 p02 06-10_5_53.wav, 男, 43, 中立
E:\2_PYTHON\Project\StoryTeller\0_downLoad_Audio\3_speaker_wav\多人有声剧《斗破苍穹》完整版 p02 06-10\5\多人有声剧《斗破苍穹》完整版 p02 06-10_5_54.wav, 男, 38, 开心
E:\2_PYTHON\Project\StoryTeller\0_downLoad_Audio\3_speaker_wav\多人有声剧《斗破苍穹》完整版 p02 06-10\5\多人有声剧《斗破苍穹》完整版 p02 06-10_5_55.wav, 男, 50, 生气
E:\2_PYTHON\Project\StoryTeller\0_downLoad_Audio\3_speaker_wav\多人有声剧《斗破苍穹》完整版 p02 06-10\5\多人有声剧《斗破苍穹》完整版 p02 06-10_5_56.wav, 男, 53, 生气
E:\2_PYTHON\Project\StoryTeller\0_downLoad_Audio\3_speaker_wav\多人有声剧《斗破苍穹》完整版 p02 06-10\5\多人有声剧《斗破苍穹》完整版 p02 06-10_5_57.wav, 男, 44, 难过
E:\2_PYTHON\Project\StoryTeller\0_downLoad_Audio\3_speaker_wav\多人有声剧《斗破苍穹》完整版 p02 06-10\5\多人有声剧《斗破苍穹》完整版 p02 06-10_5_58.wav, 男, 47, 难过
E:\2_PYTHON\Project\StoryTeller\0_downLoad_Audio\3_speaker_wav\多人有声剧《斗破苍穹》完整版 p02 06-10\5\多人有声剧《斗破苍穹》完整版 p02 06-10_5_59.wav, 男, 45, 中立
E:\2_PYTHON\Project\StoryTeller\0_downLoad_Audio\3_speaker_wav\多人有声剧《斗破苍穹》完整版 p02 06-10\5\多人有声剧《斗破苍穹》完整版 p02 06-10_5_6.wav, 男, 49, 中立
E:\2_PYTHON\Project\StoryTeller\0_downLoad_Audio\3_speaker_wav\多人有声剧《斗破苍穹》完整版 p02 06-10\5\多人有声剧《斗破苍穹》完整版 p02 06-10_5_60.wav, 男, 44, 开心
E:\2_PYTHON\Project\StoryTeller\0_downLoad_Audio\3_speaker_wav\多人有声剧《斗破苍穹》完整版 p02 06-10\5\多人有声剧《斗破苍穹》完整版 p02 06-10_5_61.wav, 男, 38, 中立
E:\2_PYTHON\Project\StoryTeller\0_downLoad_Audio\3_speaker_wav\多人有声剧《斗破苍穹》完整版 p02 06-10\5\多人有声剧《斗破苍穹》完整版 p02 06-10_5_62.wav, 男, 46, 开心
E:\2_PYTHON\Project\StoryTeller\0_downLoad_Audio\3_speaker_wav\多人有声剧《斗破苍穹》完整版 p02 06-10\5\多人有声剧《斗破苍穹》完整版 p02 06-10_5_63.wav, 男, 44, 开心
E:\2_PYTHON\Project\StoryTeller\0_downLoad_Audio\3_speaker_wav\多人有声剧《斗破苍穹》完整版 p02 06-10\5\多人有声剧《斗破苍穹》完整版 p02 06-10_5_64.wav, 男, 38, 生气
E:\2_PYTHON\Project\StoryTeller\0_downLoad_Audio\3_speaker_wav\多人有声剧《斗破苍穹》完整版 p02 06-10\5\多人有声剧《斗破苍穹》完整版 p02 06-10_5_65.wav, 男, 50, 生气
E:\2_PYTHON\Project\StoryTeller\0_downLoad_Audio\3_speaker_wav\多人有声剧《斗破苍穹》完整版 p02 06-10\5\多人有声剧《斗破苍穹》完整版 p02 06-10_5_66.wav, 男, 43, 生气
E:\2_PYTHON\Project\StoryTeller\0_downLoad_Audio\3_speaker_wav\多人有声剧《斗破苍穹》完整版 p02 06-10\5\多人有声剧《斗破苍穹》完整版 p02 06-10_5_67.wav, 男, 49, 生气
E:\2_PYTHON\Project\StoryTeller\0_downLoad_Audio\3_speaker_wav\多人有声剧《斗破苍穹》完整版 p02 06-10\5\多人有声剧《斗破苍穹》完整版 p02 06-10_5_7.wav, 男, 54, 生气
E:\2_PYTHON\Project\StoryTeller\0_downLoad_Audio\3_speaker_wav\多人有声剧《斗破苍穹》完整版 p02 06-10\5\多人有声剧《斗破苍穹》完整版 p02 06-10_5_8.wav, 男, 56, 生气
E:\2_PYTHON\Project\StoryTeller\0_downLoad_Audio\3_speaker_wav\多人有声剧《斗破苍穹》完整版 p02 06-10\5\多人有声剧《斗破苍穹》完整版 p02 06-10_5_9.wav, 男, 46, 开心
E:\2_PYTHON\Project\StoryTeller\0_downLoad_Audio\3_speaker_wav\多人有声剧《斗破苍穹》完整版 p02 06-10\6\多人有声剧《斗破苍穹》完整版 p02 06-10_6_0.wav, 男, 63, 开心
E:\2_PYTHON\Project\StoryTeller\0_downLoad_Audio\3_speaker_wav\多人有声剧《斗破苍穹》完整版 p02 06-10\6\多人有声剧《斗破苍穹》完整版 p02 06-10_6_1.wav, 男, 59, 开心
E:\2_PYTHON\Project\StoryTeller\0_downLoad_Audio\3_speaker_wav\多人有声剧《斗破苍穹》完整版 p02 06-10\6\多人有声剧《斗破苍穹》完整版 p02 06-10_6_10.wav, 男, 62, 开心
E:\2_PYTHON\Project\StoryTeller\0_downLoad_Audio\3_speaker_wav\多人有声剧《斗破苍穹》完整版 p02 06-10\6\多人有声剧《斗破苍穹》完整版 p02 06-10_6_11.wav, 男, 67, 开心
E:\2_PYTHON\Project\StoryTeller\0_downLoad_Audio\3_speaker_wav\多人有声剧《斗破苍穹》完整版 p02 06-10\6\多人有声剧《斗破苍穹》完整版 p02 06-10_6_12.wav, 男, 63, 中立
E:\2_PYTHON\Project\StoryTeller\0_downLoad_Audio\3_speaker_wav\多人有声剧《斗破苍穹》完整版 p02 06-10\6\多人有声剧《斗破苍穹》完整版 p02 06-10_6_13.wav, 男, 60, 中立
E:\2_PYTHON\Project\StoryTeller\0_downLoad_Audio\3_speaker_wav\多人有声剧《斗破苍穹》完整版 p02 06-10\6\多人有声剧《斗破苍穹》完整版 p02 06-10_6_14.wav, 男, 63, 难过
E:\2_PYTHON\Project\StoryTeller\0_downLoad_Audio\3_speaker_wav\多人有声剧《斗破苍穹》完整版 p02 06-10\6\多人有声剧《斗破苍穹》完整版 p02 06-10_6_15.wav, 男, 60, 难过
E:\2_PYTHON\Project\StoryTeller\0_downLoad_Audio\3_speaker_wav\多人有声剧《斗破苍穹》完整版 p02 06-10\6\多人有声剧《斗破苍穹》完整版 p02 06-10_6_16.wav, 男, 63, 开心
E:\2_PYTHON\Project\StoryTeller\0_downLoad_Audio\3_speaker_wav\多人有声剧《斗破苍穹》完整版 p02 06-10\6\多人有声剧《斗破苍穹》完整版 p02 06-10_6_17.wav, 男, 64, 开心
E:\2_PYTHON\Project\StoryTeller\0_downLoad_Audio\3_speaker_wav\多人有声剧《斗破苍穹》完整版 p02 06-10\6\多人有声剧《斗破苍穹》完整版 p02 06-10_6_18.wav, 男, 66, 开心
E:\2_PYTHON\Project\StoryTeller\0_downLoad_Audio\3_speaker_wav\多人有声剧《斗破苍穹》完整版 p02 06-10\6\多人有声剧《斗破苍穹》完整版 p02 06-10_6_19.wav, 男, 63, 中立
E:\2_PYTHON\Project\StoryTeller\0_downLoad_Audio\3_speaker_wav\多人有声剧《斗破苍穹》完整版 p02 06-10\6\多人有声剧《斗破苍穹》完整版 p02 06-10_6_2.wav, 男, 64, 难过
E:\2_PYTHON\Project\StoryTeller\0_downLoad_Audio\3_speaker_wav\多人有声剧《斗破苍穹》完整版 p02 06-10\6\多人有声剧《斗破苍穹》完整版 p02 06-10_6_20.wav, 男, 65, 开心
E:\2_PYTHON\Project\StoryTeller\0_downLoad_Audio\3_speaker_wav\多人有声剧《斗破苍穹》完整版 p02 06-10\6\多人有声剧《斗破苍穹》完整版 p02 06-10_6_21.wav, 男, 54, 开心
E:\2_PYTHON\Project\StoryTeller\0_downLoad_Audio\3_speaker_wav\多人有声剧《斗破苍穹》完整版 p02 06-10\6\多人有声剧《斗破苍穹》完整版 p02 06-10_6_22.wav, 男, 58, 生气
E:\2_PYTHON\Project\StoryTeller\0_downLoad_Audio\3_speaker_wav\多人有声剧《斗破苍穹》完整版 p02 06-10\6\多人有声剧《斗破苍穹》完整版 p02 06-10_6_23.wav, 男, 56, 中立
E:\2_PYTHON\Project\StoryTeller\0_downLoad_Audio\3_speaker_wav\多人有声剧《斗破苍穹》完整版 p02 06-10\6\多人有声剧《斗破苍穹》完整版 p02 06-10_6_24.wav, 男, 65, 开心
E:\2_PYTHON\Project\StoryTeller\0_downLoad_Audio\3_speaker_wav\多人有声剧《斗破苍穹》完整版 p02 06-10\6\多人有声剧《斗破苍穹》完整版 p02 06-10_6_25.wav, 男, 55, 难过
E:\2_PYTHON\Project\StoryTeller\0_downLoad_Audio\3_speaker_wav\多人有声剧《斗破苍穹》完整版 p02 06-10\6\多人有声剧《斗破苍穹》完整版 p02 06-10_6_26.wav, 男, 65, 开心
E:\2_PYTHON\Project\StoryTeller\0_downLoad_Audio\3_speaker_wav\多人有声剧《斗破苍穹》完整版 p02 06-10\6\多人有声剧《斗破苍穹》完整版 p02 06-10_6_27.wav, 男, 57, 中立
E:\2_PYTHON\Project\StoryTeller\0_downLoad_Audio\3_speaker_wav\多人有声剧《斗破苍穹》完整版 p02 06-10\6\多人有声剧《斗破苍穹》完整版 p02 06-10_6_28.wav, 男, 61, 中立
E:\2_PYTHON\Project\StoryTeller\0_downLoad_Audio\3_speaker_wav\多人有声剧《斗破苍穹》完整版 p02 06-10\6\多人有声剧《斗破苍穹》完整版 p02 06-10_6_29.wav, 男, 61, 中立
E:\2_PYTHON\Project\StoryTeller\0_downLoad_Audio\3_speaker_wav\多人有声剧《斗破苍穹》完整版 p02 06-10\6\多人有声剧《斗破苍穹》完整版 p02 06-10_6_3.wav, 男, 57, 开心
E:\2_PYTHON\Project\StoryTeller\0_downLoad_Audio\3_speaker_wav\多人有声剧《斗破苍穹》完整版 p02 06-10\6\多人有声剧《斗破苍穹》完整版 p02 06-10_6_30.wav, 男, 67, 生气
E:\2_PYTHON\Project\StoryTeller\0_downLoad_Audio\3_speaker_wav\多人有声剧《斗破苍穹》完整版 p02 06-10\6\多人有声剧《斗破苍穹》完整版 p02 06-10_6_31.wav, 男, 56, 生气
E:\2_PYTHON\Project\StoryTeller\0_downLoad_Audio\3_speaker_wav\多人有声剧《斗破苍穹》完整版 p02 06-10\6\多人有声剧《斗破苍穹》完整版 p02 06-10_6_32.wav, 男, 59, 中立
E:\2_PYTHON\Project\StoryTeller\0_downLoad_Audio\3_speaker_wav\多人有声剧《斗破苍穹》完整版 p02 06-10\6\多人有声剧《斗破苍穹》完整版 p02 06-10_6_33.wav, 男, 63, 难过
E:\2_PYTHON\Project\StoryTeller\0_downLoad_Audio\3_speaker_wav\多人有声剧《斗破苍穹》完整版 p02 06-10\6\多人有声剧《斗破苍穹》完整版 p02 06-10_6_34.wav, 男, 54, 难过
E:\2_PYTHON\Project\StoryTeller\0_downLoad_Audio\3_speaker_wav\多人有声剧《斗破苍穹》完整版 p02 06-10\6\多人有声剧《斗破苍穹》完整版 p02 06-10_6_35.wav, 男, 54, 中立
E:\2_PYTHON\Project\StoryTeller\0_downLoad_Audio\3_speaker_wav\多人有声剧《斗破苍穹》完整版 p02 06-10\6\多人有声剧《斗破苍穹》完整版 p02 06-10_6_36.wav, 男, 59, 开心
E:\2_PYTHON\Project\StoryTeller\0_downLoad_Audio\3_speaker_wav\多人有声剧《斗破苍穹》完整版 p02 06-10\6\多人有声剧《斗破苍穹》完整版 p02 06-10_6_37.wav, 男, 58, 开心
E:\2_PYTHON\Project\StoryTeller\0_downLoad_Audio\3_speaker_wav\多人有声剧《斗破苍穹》完整版 p02 06-10\6\多人有声剧《斗破苍穹》完整版 p02 06-10_6_38.wav, 男, 61, 中立
E:\2_PYTHON\Project\StoryTeller\0_downLoad_Audio\3_speaker_wav\多人有声剧《斗破苍穹》完整版 p02 06-10\6\多人有声剧《斗破苍穹》完整版 p02 06-10_6_39.wav, 男, 62, 中立
E:\2_PYTHON\Project\StoryTeller\0_downLoad_Audio\3_speaker_wav\多人有声剧《斗破苍穹》完整版 p02 06-10\6\多人有声剧《斗破苍穹》完整版 p02 06-10_6_4.wav, 男, 56, 开心
E:\2_PYTHON\Project\StoryTeller\0_downLoad_Audio\3_speaker_wav\多人有声剧《斗破苍穹》完整版 p02 06-10\6\多人有声剧《斗破苍穹》完整版 p02 06-10_6_40.wav, 男, 62, 中立
E:\2_PYTHON\Project\StoryTeller\0_downLoad_Audio\3_speaker_wav\多人有声剧《斗破苍穹》完整版 p02 06-10\6\多人有声剧《斗破苍穹》完整版 p02 06-10_6_41.wav, 男, 61, 中立
E:\2_PYTHON\Project\StoryTeller\0_downLoad_Audio\3_speaker_wav\多人有声剧《斗破苍穹》完整版 p02 06-10\6\多人有声剧《斗破苍穹》完整版 p02 06-10_6_42.wav, 男, 51, 中立
E:\2_PYTHON\Project\StoryTeller\0_downLoad_Audio\3_speaker_wav\多人有声剧《斗破苍穹》完整版 p02 06-10\6\多人有声剧《斗破苍穹》完整版 p02 06-10_6_43.wav, 男, 60, 中立
E:\2_PYTHON\Project\StoryTeller\0_downLoad_Audio\3_speaker_wav\多人有声剧《斗破苍穹》完整版 p02 06-10\6\多人有声剧《斗破苍穹》完整版 p02 06-10_6_44.wav, 男, 56, 开心
E:\2_PYTHON\Project\StoryTeller\0_downLoad_Audio\3_speaker_wav\多人有声剧《斗破苍穹》完整版 p02 06-10\6\多人有声剧《斗破苍穹》完整版 p02 06-10_6_45.wav, 男, 65, 开心
E:\2_PYTHON\Project\StoryTeller\0_downLoad_Audio\3_speaker_wav\多人有声剧《斗破苍穹》完整版 p02 06-10\6\多人有声剧《斗破苍穹》完整版 p02 06-10_6_46.wav, 男, 52, 开心
E:\2_PYTHON\Project\StoryTeller\0_downLoad_Audio\3_speaker_wav\多人有声剧《斗破苍穹》完整版 p02 06-10\6\多人有声剧《斗破苍穹》完整版 p02 06-10_6_47.wav, 男, 63, 中立
E:\2_PYTHON\Project\StoryTeller\0_downLoad_Audio\3_speaker_wav\多人有声剧《斗破苍穹》完整版 p02 06-10\6\多人有声剧《斗破苍穹》完整版 p02 06-10_6_48.wav, 男, 69, 难过
E:\2_PYTHON\Project\StoryTeller\0_downLoad_Audio\3_speaker_wav\多人有声剧《斗破苍穹》完整版 p02 06-10\6\多人有声剧《斗破苍穹》完整版 p02 06-10_6_49.wav, 男, 65, 开心
E:\2_PYTHON\Project\StoryTeller\0_downLoad_Audio\3_speaker_wav\多人有声剧《斗破苍穹》完整版 p02 06-10\6\多人有声剧《斗破苍穹》完整版 p02 06-10_6_5.wav, 男, 63, 开心
E:\2_PYTHON\Project\StoryTeller\0_downLoad_Audio\3_speaker_wav\多人有声剧《斗破苍穹》完整版 p02 06-10\6\多人有声剧《斗破苍穹》完整版 p02 06-10_6_50.wav, 男, 65, 开心
E:\2_PYTHON\Project\StoryTeller\0_downLoad_Audio\3_speaker_wav\多人有声剧《斗破苍穹》完整版 p02 06-10\6\多人有声剧《斗破苍穹》完整版 p02 06-10_6_6.wav, 男, 62, 开心
E:\2_PYTHON\Project\StoryTeller\0_downLoad_Audio\3_speaker_wav\多人有声剧《斗破苍穹》完整版 p02 06-10\6\多人有声剧《斗破苍穹》完整版 p02 06-10_6_7.wav, 男, 57, 开心
E:\2_PYTHON\Project\StoryTeller\0_downLoad_Audio\3_speaker_wav\多人有声剧《斗破苍穹》完整版 p02 06-10\6\多人有声剧《斗破苍穹》完整版 p02 06-10_6_8.wav, 男, 63, 开心
E:\2_PYTHON\Project\StoryTeller\0_downLoad_Audio\3_speaker_wav\多人有声剧《斗破苍穹》完整版 p02 06-10\6\多人有声剧《斗破苍穹》完整版 p02 06-10_6_9.wav, 男, 62, 难过
E:\2_PYTHON\Project\StoryTeller\0_downLoad_Audio\3_speaker_wav\多人有声剧《斗破苍穹》完整版 p02 06-10\7\多人有声剧《斗破苍穹》完整版 p02 06-10_7_0.wav, 男, 29, 中立
E:\2_PYTHON\Project\StoryTeller\0_downLoad_Audio\3_speaker_wav\多人有声剧《斗破苍穹》完整版 p02 06-10\7\多人有声剧《斗破苍穹》完整版 p02 06-10_7_1.wav, 男, 46, 中立
E:\2_PYTHON\Project\StoryTeller\0_downLoad_Audio\3_speaker_wav\多人有声剧《斗破苍穹》完整版 p02 06-10\7\多人有声剧《斗破苍穹》完整版 p02 06-10_7_10.wav, 男, 44, 中立
E:\2_PYTHON\Project\StoryTeller\0_downLoad_Audio\3_speaker_wav\多人有声剧《斗破苍穹》完整版 p02 06-10\7\多人有声剧《斗破苍穹》完整版 p02 06-10_7_11.wav, 男, 35, 开心
E:\2_PYTHON\Project\StoryTeller\0_downLoad_Audio\3_speaker_wav\多人有声剧《斗破苍穹》完整版 p02 06-10\7\多人有声剧《斗破苍穹》完整版 p02 06-10_7_12.wav, 男, 39, 中立
E:\2_PYTHON\Project\StoryTeller\0_downLoad_Audio\3_speaker_wav\多人有声剧《斗破苍穹》完整版 p02 06-10\7\多人有声剧《斗破苍穹》完整版 p02 06-10_7_13.wav, 男, 51, 中立
E:\2_PYTHON\Project\StoryTeller\0_downLoad_Audio\3_speaker_wav\多人有声剧《斗破苍穹》完整版 p02 06-10\7\多人有声剧《斗破苍穹》完整版 p02 06-10_7_14.wav, 男, 53, 中立
E:\2_PYTHON\Project\StoryTeller\0_downLoad_Audio\3_speaker_wav\多人有声剧《斗破苍穹》完整版 p02 06-10\7\多人有声剧《斗破苍穹》完整版 p02 06-10_7_15.wav, 男, 37, 中立
E:\2_PYTHON\Project\StoryTeller\0_downLoad_Audio\3_speaker_wav\多人有声剧《斗破苍穹》完整版 p02 06-10\7\多人有声剧《斗破苍穹》完整版 p02 06-10_7_16.wav, 男, 47, 中立
E:\2_PYTHON\Project\StoryTeller\0_downLoad_Audio\3_speaker_wav\多人有声剧《斗破苍穹》完整版 p02 06-10\7\多人有声剧《斗破苍穹》完整版 p02 06-10_7_17.wav, 男, 42, 开心
E:\2_PYTHON\Project\StoryTeller\0_downLoad_Audio\3_speaker_wav\多人有声剧《斗破苍穹》完整版 p02 06-10\7\多人有声剧《斗破苍穹》完整版 p02 06-10_7_2.wav, 男, 47, 中立
E:\2_PYTHON\Project\StoryTeller\0_downLoad_Audio\3_speaker_wav\多人有声剧《斗破苍穹》完整版 p02 06-10\7\多人有声剧《斗破苍穹》完整版 p02 06-10_7_3.wav, 男, 41, 中立
E:\2_PYTHON\Project\StoryTeller\0_downLoad_Audio\3_speaker_wav\多人有声剧《斗破苍穹》完整版 p02 06-10\7\多人有声剧《斗破苍穹》完整版 p02 06-10_7_4.wav, 男, 36, 中立
E:\2_PYTHON\Project\StoryTeller\0_downLoad_Audio\3_speaker_wav\多人有声剧《斗破苍穹》完整版 p02 06-10\7\多人有声剧《斗破苍穹》完整版 p02 06-10_7_5.wav, 男, 50, 中立
E:\2_PYTHON\Project\StoryTeller\0_downLoad_Audio\3_speaker_wav\多人有声剧《斗破苍穹》完整版 p02 06-10\7\多人有声剧《斗破苍穹》完整版 p02 06-10_7_6.wav, 男, 43, 中立
E:\2_PYTHON\Project\StoryTeller\0_downLoad_Audio\3_speaker_wav\多人有声剧《斗破苍穹》完整版 p02 06-10\7\多人有声剧《斗破苍穹》完整版 p02 06-10_7_7.wav, 男, 58, 中立
E:\2_PYTHON\Project\StoryTeller\0_downLoad_Audio\3_speaker_wav\多人有声剧《斗破苍穹》完整版 p02 06-10\7\多人有声剧《斗破苍穹》完整版 p02 06-10_7_8.wav, 男, 50, 中立
E:\2_PYTHON\Project\StoryTeller\0_downLoad_Audio\3_speaker_wav\多人有声剧《斗破苍穹》完整版 p02 06-10\7\多人有声剧《斗破苍穹》完整版 p02 06-10_7_9.wav, 男, 43, 中立
E:\2_PYTHON\Project\StoryTeller\0_downLoad_Audio\3_speaker_wav\多人有声剧《斗破苍穹》完整版 p03 11-15\1\多人有声剧《斗破苍穹》完整版 p03 11-15_1_0.wav, 男, 50, 中立
E:\2_PYTHON\Project\StoryTeller\0_downLoad_Audio\3_speaker_wav\多人有声剧《斗破苍穹》完整版 p03 11-15\1\多人有声剧《斗破苍穹》完整版 p03 11-15_1_1.wav, 男, 48, 中立
E:\2_PYTHON\Project\StoryTeller\0_downLoad_Audio\3_speaker_wav\多人有声剧《斗破苍穹》完整版 p03 11-15\1\多人有声剧《斗破苍穹》完整版 p03 11-15_1_10.wav, 男, 58, 中立
E:\2_PYTHON\Project\StoryTeller\0_downLoad_Audio\3_speaker_wav\多人有声剧《斗破苍穹》完整版 p03 11-15\1\多人有声剧《斗破苍穹》完整版 p03 11-15_1_100.wav, 男, 54, 中立
E:\2_PYTHON\Project\StoryTeller\0_downLoad_Audio\3_speaker_wav\多人有声剧《斗破苍穹》完整版 p03 11-15\1\多人有声剧《斗破苍穹》完整版 p03 11-15_1_101.wav, 男, 57, 中立
E:\2_PYTHON\Project\StoryTeller\0_downLoad_Audio\3_speaker_wav\多人有声剧《斗破苍穹》完整版 p03 11-15\1\多人有声剧《斗破苍穹》完整版 p03 11-15_1_102.wav, 男, 60, 中立
